State,District,FirstLastP,Party,Raised,Spent,Difference,Outcome,Winner,CRPICO
Missouri,2,Jill Schupp (D),D,4850947.78,4830434.44,20513.33999999985,L,0,C
Missouri,3,Blaine Luetkemeyer (R),R,2022905.4,2081390.57,-58485.17000000016,W,1,I
Missouri,4,Vicky Hartzler (R),R,1700977.9,1335607.29,365370.60999999987,W,1,I
Missouri,4,Lindsey Simmons (D),D,395934.26,384621.9,11312.359999999986,L,0,C
Missouri,5,Emanuel Cleaver (D),D,1393847.36,928060.58,465786.78000000014,W,1,I
Missouri,6,Sam Graves (R),R,1959515.64,1654755.56,304760.07999999984,W,1,I
Missouri,6,Gena Ross (D),D,10170.21,10530.02,-359.8100000000013,L,0,C
Missouri,7,Billy Long (R),R,1320419.7,1518233.7,-197814.0,W,1,I
Missouri,7,Audrey Richards (I),I,7985.0,8113.12,-128.1199999999999,L,0,C
Missouri,8,Jason Smith (R),R,1900227.24,1514785.8299999998,385441.41000000015,W,1,I
Missouri,8,Kathryn Ellis (D),D,302428.41,305387.4,-2958.990000000049,L,0,C
Montana,1,Kathleen Williams (D),D,6201758.09,6232285.68,-30527.58999999985,L,0,O
Montana,1,Matt Rosendale (R),R,3674705.68,3488045.02,186660.66000000015,W,1,O
Nebraska,1,Jeff Fortenberry (R),R,1472816.12,2458330.24,-985514.1200000001,W,1,I
Nebraska,1,Kate Bolz (D),D,1143509.32,1140370.52,3138.8000000000466,L,0,C
Nebraska,2,Don Bacon (R),R,3749271.63,3713960.75,35310.87999999989,W,1,I
Nebraska,2,Kara Eastman (D),D,4414390.43,4468005.76,-53615.330000000075,L,0,C
Nebraska,3,Adrian Smith (R),R,1506473.44,1148408.5499999998,358064.89000000013,W,1,I
Nebraska,3,Mark Elworth Jr (D),D,255.0,0.0,255.0,L,0,C
Nevada,1,Dina Titus (D),D,706192.8,587919.0,118273.80000000005,W,1,I
Nevada,2,Mark Amodei (R),R,1048055.85,1016672.96,31382.890000000014,W,1,I
Nevada,2,Patricia Ackerman (D),D,449362.6,449448.79,-86.19000000000233,L,0,C
Nevada,3,Susie Lee (D),D,4748018.649999999,4732008.52,16010.129999999888,W,1,I
Nevada,3,Dan Rodimer (R),R,2936058.8000000003,2915216.33,20842.470000000205,L,0,C
Nevada,4,Steven Horsford (D),D,3492371.88,3024426.52,467945.35999999987,W,1,I
Nevada,4,Jim Marchant (R),R,1462772.13,1419404.72,43367.409999999916,L,0,C
Nevada,4,Jonathan Royce Esteban (L),L,2788.06,1603.06,1185.0,L,0,C
New Hampshire,1,Chris Pappas (D),D,3205731.04,3105662.64,100068.3999999999,W,1,I
New Hampshire,1,Matt Mowers (R),R,1707214.23,1698760.63,8453.600000000093,L,0,C
New Hampshire,2,Ann Kuster (D),D,2960033.4,2970274.48,-10241.080000000075,W,1,I
New Hampshire,2,Steve Negron (R),R,368176.91,378959.11,-10782.200000000012,L,0,C
New Jersey,1,Don Norcross (D),D,2221989.46,1087264.3099999998,1134725.1500000001,W,1,I
New Jersey,1,Claire Gustafson (R),R,36519.78,21761.17,14758.61,L,0,C
New Jersey,2,Jeff Van Drew (R),R,4229170.63,4041493.06,187677.56999999983,W,1,I
New Jersey,2,Amy Kennedy (D),D,4984375.71,4978913.100000001,5462.609999999404,L,0,C
New Jersey,3,Andy Kim (D),D,7241282.61,6753261.8100000005,488020.7999999998,W,1,I
New Jersey,3,David Richter (R),R,1473668.65,1470648.13,3020.5200000000186,L,0,C
New Jersey,4,Chris Smith (R),R,1383084.63,1284521.67,98562.95999999996,W,1,I
New Jersey,4,Stephanie Schmid (D),D,699580.25,658010.5,41569.75,L,0,C
New Jersey,5,Josh Gottheimer (D),D,7694027.16,3487963.6,4206063.5600000005,W,1,I
New Jersey,5,Frank Pallotta (R),R,1972032.74,1948704.56,23328.179999999935,L,0,C
New Jersey,5,Louis A. Vellucci (I),I,5455.55,5341.53,114.02000000000044,L,0,C
New Jersey,6,Frank Pallone Jr. (D),D,3231755.29,2021736.75,1210018.54,W,1,I
New Jersey,7,Tom Malinowski (D),D,7414403.25,7423757.55,-9354.299999999814,W,1,I
New Jersey,7,Thomas H Kean Jr. (R),R,1500.0,541.0,959.0,L,0,C
New Jersey,8,Albio Sires (D),D,605810.03,551324.8,54485.22999999998,W,1,I
New Jersey,9,Bill Pascrell Jr. (D),D,1560549.9300000002,1795410.31,-234860.3799999999,W,1,I
New Jersey,9,Billy Prempeh (R),R,44268.95,35075.01,9193.939999999995,L,0,C
New Jersey,10,Donald M Payne Jr. (D),D,593734.97,457251.89,136483.07999999996,W,1,I
New Jersey,11,Mikie Sherrill (D),D,6419707.35,3733105.8,2686601.55,W,1,I
New Jersey,11,Rosemary Becchi (R),R,1687531.76,1686236.34,1295.4199999999255,L,0,C
New Jersey,12,Bonnie Watson Coleman (D),D,798438.63,840651.13,-42212.5,W,1,I
New Jersey,12,Mark Razzoli (R),R,3065.2,1142.41,1922.7899999999997,L,0,C
New Mexico,1,Debra Haaland (D),D,2246734.45,1875765.62,370968.8300000001,W,1,I
New Mexico,1,Michelle Garcia Holmes (R),R,257294.32,245589.73,11704.589999999997,L,0,C
New Mexico,2,Xochitl Torres Small (D),D,8387337.360000001,8539064.56,-151727.19999999925,L,0,I
New Mexico,2,Yvette Herrell (R),R,2805711.26,2921785.2,-116073.94000000041,W,1,C
New Mexico,2,Steve Jones (I),I,9404.5,9504.5,-100.0,L,0,C
New Mexico,3,Teresa Leger Fernandez (D),D,2296593.76,2132010.44,164583.31999999983,W,1,O
New York,1,Lee Zeldin (R),R,8396981.15,8250115.59,146865.56000000052,W,1,I
New York,1,Nancy Goroff (D),D,7866239.02,7860977.41,5261.609999999404,L,0,C
New York,2,Jackie Gordon (D),D,4351880.7,4334484.22,17396.480000000447,L,0,O
New York,2,Andrew Garbarino (R),R,1743986.18,1612132.23,131853.94999999995,W,1,O
New York,2,Harry Burger (3),3,2429.63,594.04,1835.5900000000001,L,0,O
New York,3,Tom Suozzi (D),D,2941006.29,2331301.55,609704.7400000002,W,1,I
New York,3,George Santos (R),R,658883.04,591238.65,67644.39000000001,L,0,C
New York,3,Joshua Sauberman (I),I,127.0,269.55,-142.55,L,0,C
New York,4,Kathleen Rice (D),D,1106258.28,1210410.25,-104151.96999999997,W,1,I
New York,4,Douglas Tuman (R),R,134937.05,130994.63,3942.4199999999837,L,0,C
New York,5,Gregory Meeks (D),D,2097572.0,1467454.45,630117.55,W,1,I
New York,5,Amit Lal (I),I,126.0,0.0,126.0,L,0,C
New York,6,Grace Meng (D),D,1292083.66,1872311.19,-580227.53,W,1,I
New York,6,Thomas Zmich (R),R,133403.4,131278.45,2124.9499999999825,L,0,C
New York,7,Nydia Velazquez (D),D,803216.64,676247.5,126969.14000000001,W,1,I
New York,8,Hakeem Jeffries (D),D,4168716.57,3293077.0,875639.5699999998,W,1,I
New York,9,Yvette Clarke (D),D,1200067.15,1190143.11,9924.039999999804,W,1,I
New York,10,Jerrold Nadler (D),D,1848687.82,1950773.83,-102086.01000000001,W,1,I
New York,10,Cathy Bernstein (R),R,49974.75,28384.03,21590.72,L,0,C
New York,10,Jeanne Nigro (I),I,34548.0,28038.91,6509.09,L,0,C
New York,10,Michael Madrid (L),L,14326.14,12148.6,2177.539999999999,L,0,C
New York,11,Max Rose (D),D,9284433.69,9499242.26,-214808.5700000003,L,0,I
New York,11,Nicole Malliotakis (R),R,3469995.05,3447051.62,22943.429999999702,W,1,C
New York,11,Kemi Akindude (I),I,21261.45,14696.53,6564.92,L,0,C
New York,12,Carolyn Maloney (D),D,3067173.16,3059201.82,7971.340000000317,W,1,I
New York,13,Adriano Espaillat (D),D,1087237.1800000002,1252740.34,-165503.15999999992,W,1,I
New York,14,Alexandria Ocasio-Cortez (D),D,20664795.04,16735422.4,3929372.6399999987,W,1,I
New York,14,John C. Cummings (R),R,11140936.71,10947758.43,193178.2800000012,L,0,C
New York,15,Ritchie Torres (D),D,2194025.43,1804335.75,389689.68000000017,W,1,O
New York,16,Jamaal Bowman (D),D,2878897.95,2801423.99,77473.95999999996,W,1,O
New York,17,Mondaire Jones (D),D,2984051.64,2186463.16,797588.48,W,1,O
New York,17,Maureen McArdle Schulman (R),R,54731.96,60083.7,-5351.739999999998,L,0,O
New York,17,Michael Parietti (3),3,44786.77,19670.43,25116.339999999997,L,0,O
New York,18,Sean Patrick Maloney (D),D,2556293.65,1718525.37,837768.2799999998,W,1,I
New York,18,Chele Farley (R),R,1186210.74,1152124.49,34086.25,L,0,C
New York,18,Scott Smith (I),I,8718.07,8402.97,315.10000000000036,L,0,C
New York,19,Antonio Delgado (D),D,5949475.05,2963286.0300000003,2986189.0199999996,W,1,I
New York,19,Kyle Van De Water (R),R,153796.02,120096.5,33699.51999999999,L,0,C
New York,20,Paul Tonko (D),D,1541984.37,1418994.03,122990.34000000008,W,1,I
New York,20,Elizabeth Joy (R),R,370851.56,336844.91,34006.65000000002,L,0,C
New York,21,Elise Stefanik (R),R,13287247.72,11655935.62,1631312.1000000015,W,1,I
New York,21,Tedra Cobb (D),D,5586792.62,5593265.95,-6473.3300000000745,L,0,C
New York,22,Anthony Brindisi (D),D,6020190.21,5772429.32,247760.88999999966,L,0,I
New York,22,Claudia Tenney (R),R,3051777.39,2725893.14,325884.25,L,0,C
New York,23,Tom Reed (R),R,3275176.93,3145027.01,130149.92000000039,W,1,I
New York,23,Tracy Mitrano (D),D,1450322.4500000002,1466128.21,-15805.759999999776,L,0,C
New York,24,John Katko (R),R,3821107.36,3597234.05,223873.31000000006,W,1,I
New York,24,Dana Balter (D),D,3212469.1700000004,3230807.7800000003,-18338.60999999987,L,0,C
New York,25,Joseph D Morelle (D),D,1375365.78,1274425.8199999998,100939.9600000002,W,1,I
New York,25,George Mitris (R),R,301375.86,279047.05,22328.809999999998,L,0,C
New York,25,Kevin Wilson (L),L,5128.33,3417.25,1711.08,L,0,C
New York,26,Brian Higgins (D),D,1124168.34,984106.08,140062.26000000013,W,1,I
New York,27,Chris Jacobs (R),R,2147100.79,2084271.47,62829.320000000065,W,1,I
New York,27,Nate McMurray (D),D,1150058.0,1097111.0299999998,52946.970000000205,L,0,C
North Carolina,1,G K Butterfield (D),D,1032868.82,880419.99,152448.82999999996,W,1,I
North Carolina,1,Sandy Smith (R),R,1458375.49,1437805.45,20570.040000000037,L,0,C
North Carolina,2,Deborah Ross (D),D,2268380.7,1816922.57,451458.1300000001,W,1,O
North Carolina,2,Alan Swain (R),R,119664.33,119435.11,229.22000000000116,L,0,O
North Carolina,2,Japheth Matemu (L),L,624.89,54.4,570.49,L,0,O
North Carolina,3,Greg Murphy (R),R,1767789.86,1505558.76,262231.1000000001,W,1,I
North Carolina,4,David Price (D),D,1161738.11,1014872.4,146865.71000000008,W,1,I
North Carolina,5,Virginia Foxx (R),R,1858387.51,1944629.38,-86241.86999999988,W,1,I
North Carolina,5,David Wilson Brown (D),D,61596.06,60667.5,928.5599999999977,L,0,C
North Carolina,6,Kathy Manning (D),D,2002283.96,1695596.31,306687.6499999999,W,1,O
North Carolina,6,Lee Haywood (R),R,73878.49,58341.56,15536.930000000008,L,0,O
North Carolina,6,Jennyfer Bucardo (I),I,750.0,759.48,-9.480000000000018,L,0,O
North Carolina,7,David Rouzer (R),R,1628458.13,1038882.53,589575.5999999999,W,1,I
North Carolina,7,Christopher Ward (D),D,16260.36,4118.51,12141.85,L,0,C
North Carolina,8,Richard Hudson (R),R,4135872.26,4359008.8100000005,-223136.55000000075,W,1,I
North Carolina,8,Patricia Timmons-Goodson (D),D,3855742.84,3852667.8,3075.0400000000373,L,0,C
North Carolina,9,Dan Bishop (R),R,4090260.46,4029864.41,60396.049999999814,W,1,I
North Carolina,9,Cynthia Wallace (D),D,811609.38,794299.67,17309.709999999963,L,0,C
North Carolina,10,Patrick McHenry (R),R,2780233.88,2339363.47,440870.4099999997,W,1,I
North Carolina,11,Madison Cawthorn (R),R,4478969.609999999,4366783.460000001,112186.14999999851,W,1,O
North Carolina,11,Moe Davis (D),D,2251412.9,2148121.08,103291.81999999983,L,0,O
North Carolina,12,Alma Adams (D),D,824124.3099999999,651882.5399999999,172241.77000000002,W,1,I
North Carolina,12,Bill Brewster (R),R,21950.0,16762.63,5187.369999999999,L,0,C
North Carolina,13,Ted Budd (R),R,2294174.28,1293414.24,1000760.0399999998,W,1,I
North Carolina,13,Scott Huffman (D),D,193333.82,189966.87,3366.9500000000116,L,0,C
North Dakota,1,Kelly Armstrong (R),R,1269345.5,1080105.06,189240.43999999994,W,1,I
North Dakota,1,Zach Raknerud (D),D,28047.42,26028.58,2018.8399999999965,L,0,C
Ohio,1,Steve Chabot (R),R,3177647.48,2861464.14,316183.33999999985,W,1,I
Ohio,1,Kate Schroder (D),D,4040303.03,4039798.08,504.9499999997206,L,0,C
Ohio,1,Kevin Kahn (L),L,12084.95,8397.56,3687.3900000000012,L,0,C
Ohio,2,Brad Wenstrup (R),R,1794354.1,1757078.38,37275.720000000205,W,1,I
Ohio,2,Jaime Castle (D),D,284196.57,271470.84,12725.729999999981,L,0,C
Ohio,3,Joyce Beatty (D),D,2237886.62,2540687.2800000003,-302800.66000000015,W,1,I
Ohio,3,Nicholas Moss (I),I,1258.21,1248.21,10.0,L,0,C
Ohio,4,Jim Jordan (R),R,18313822.630000003,12945651.48,5368171.150000002,W,1,I
Ohio,5,Bob Latta (R),R,1580952.01,1477089.5299999998,103862.48000000021,W,1,I
Ohio,5,Nick Rubando (D),D,249318.85,247422.56,1896.2900000000081,L,0,C
Ohio,6,Bill Johnson (R),R,1866123.21,1853360.63,12762.580000000075,W,1,I
Ohio,6,Shawna Roberts (D),D,261.84,574.4,-312.56,L,0,C
Ohio,7,Bob Gibbs (R),R,791888.23,453928.25,337959.98,W,1,I
Ohio,7,Brandon Lape (L),L,3348.0,2712.73,635.27,L,0,C
Ohio,8,Warren Davidson (R),R,1016740.18,841532.5399999999,175207.64000000013,W,1,I
Ohio,8,Vanessa Enoch (D),D,40270.33,37546.42,2723.9100000000035,L,0,C
Ohio,9,Marcy Kaptur (D),D,1090394.5,979797.77,110596.72999999998,W,1,I
Ohio,9,Rob Weber (R),R,134898.16,123262.38,11635.779999999999,L,0,C
Ohio,10,Michael R Turner (R),R,1752254.55,1736283.36,15971.189999999944,W,1,I
Ohio,10,Desiree Tims (D),D,2040760.14,2024010.31,16749.82999999984,L,0,C
Ohio,11,Marcia Fudge (D),D,755787.45,499819.66,255967.78999999998,W,1,I
Ohio,11,Laverne Gore (R),R,157044.13,156826.58000000002,217.54999999998836,L,0,C
Ohio,12,Troy Balderson (R),R,2016826.2,1995665.38,21160.820000000065,W,1,I
Ohio,12,Alaina Shearer (D),D,1033711.31,1025410.07,8301.240000000107,L,0,C
Ohio,12,John Stewart (L),L,75169.54999999999,66381.60999999999,8787.940000000002,L,0,C
Ohio,13,Tim Ryan (D),D,1972445.98,2071453.57,-99007.59000000008,W,1,I
Ohio,13,Christina Hagan (R),R,861722.95,820659.7,41063.25,L,0,C
Ohio,14,David P Joyce (R),R,2917695.5,2501448.67,416246.8300000001,W,1,I
Ohio,14,Hillary O'Connor Mueri (D),D,579877.43,574646.0,5231.430000000051,L,0,C
Ohio,15,Steve Stivers (R),R,3004799.29,2293100.5500000003,711698.7399999998,W,1,I
Ohio,16,Anthony Gonzalez (R),R,2338194.99,1839806.86,498388.1300000001,W,1,I
Ohio,16,Aaron Godfrey (D),D,60294.39,60429.54,-135.15000000000146,L,0,C
Oklahoma,1,Kevin Hern (R),R,1094104.46,830366.4099999999,263738.05000000005,W,1,I
Oklahoma,1,Kojo Asamoa-Caesar (D),D,157355.24,173928.26,-16573.02000000002,L,0,C
Oklahoma,2,Markwayne Mullin (R),R,1660205.95,1077939.18,582266.77,W,1,I
Oklahoma,2,Danyell Lanier (D),D,41729.52,41722.08,7.439999999995052,L,0,C
Oklahoma,2,Richie Castaldo (L),L,0.0,1425.0,-1425.0,L,0,C
Oklahoma,3,Frank D Lucas (R),R,872748.85,1036145.42,-163396.57000000007,W,1,I
Oklahoma,4,Tom Cole (R),R,1812529.66,1753697.48,58832.179999999935,W,1,I
Oklahoma,4,Mary Brannon (D),D,-2083.56,1598.9700000000005,-3682.5300000000007,L,0,C
Oklahoma,5,Kendra Horn (D),D,5949800.37,5946195.260000001,3605.109999999404,L,0,I
Oklahoma,5,Stephanie Bice (R),R,3720519.86,3508928.75,211591.10999999987,W,1,C
Oregon,1,Suzanne Bonamici (D),D,959223.39,864626.6,94596.79000000004,W,1,I
Oregon,1,Chris Christensen (R),R,143.72,671.77,-528.05,L,0,C
Oregon,2,Cliff Bentz (R),R,1450779.96,1361726.75,89053.20999999996,W,1,O
Oregon,2,Alex Spenser (D),D,20640.47,5088.59,15551.880000000001,L,0,O
Oregon,3,Earl Blumenauer (D),D,1813364.69,1948453.29,-135088.6000000001,W,1,I
Oregon,3,Joanna Harbour (R),R,17681.0,14502.36,3178.6399999999994,L,0,C
Oregon,4,Peter DeFazio (D),D,5182842.779999999,5781073.77,-598230.9900000002,W,1,I
Oregon,4,Alek Skarlatos (R),R,5454620.88,5331264.33,123356.54999999981,L,0,C
Oregon,5,Kurt Schrader (D),D,2018692.09,1922073.41,96618.68000000017,W,1,I
Oregon,5,Amy Ryan Courser (R),R,231623.96,221040.97,10582.98999999999,L,0,C
Pennsylvania,1,Brian Fitzpatrick (R),R,4203825.21,4272135.43,-68310.21999999974,W,1,I
Pennsylvania,1,Christina Finello (D),D,2336813.7800000003,2329747.98,7065.800000000279,L,0,C
Pennsylvania,2,Brendan Boyle (D),D,1556650.4200000002,756316.51,800333.9100000001,W,1,I
Pennsylvania,3,Dwight Evans (D),D,942385.56,781264.73,161120.83000000007,W,1,I
Pennsylvania,4,Madeleine Dean (D),D,1435995.4,1005927.7,430067.69999999995,W,1,I
Pennsylvania,4,Kathy Barnette (R),R,1000389.3,884640.3,115749.0,L,0,C
Pennsylvania,4,Joe Tarshish (I),I,24038.0,23737.54,300.4599999999991,L,0,C
Pennsylvania,5,Mary Gay Scanlon (D),D,1455041.7799999998,1350275.98,104765.79999999981,W,1,I
Pennsylvania,5,Dasha Pruett (R),R,105145.69,82436.53,22709.160000000003,L,0,C
Pennsylvania,6,Chrissy Houlahan (D),D,3484483.63,1327282.9,2157200.73,W,1,I
Pennsylvania,6,John Emmons (R),R,608859.25,601390.42,7468.829999999958,L,0,C
Pennsylvania,6,John McHugh (I),I,6165.15,4409.8,1755.3499999999995,L,0,C
Pennsylvania,7,Susan Wild (D),D,4581056.08,4528267.41,52788.669999999925,W,1,I
Pennsylvania,8,Matt Cartwright (D),D,3885136.06,4144069.560000001,-258933.50000000093,W,1,I
Pennsylvania,8,Jim Bognet (R),R,1519527.05,1386040.15,133486.90000000014,L,0,C
Pennsylvania,9,Dan Meuser (R),R,1071961.31,944010.02,127951.29000000004,W,1,I
Pennsylvania,9,Gary Wegman (D),D,188787.08,187348.05,1439.0299999999988,L,0,C
Pennsylvania,10,Scott Perry (R),R,3956481.04,3839197.43,117283.60999999987,w,1,I
Pennsylvania,10,Eugene DePasquale (D),D,4534579.859999999,4526683.52,7896.339999999851,L,0,C
Pennsylvania,11,Lloyd Smucker (R),R,1349318.43,662704.32,686614.11,W,1,I
Pennsylvania,11,Sarah Hammond (D),D,28732.89,23457.93,5274.959999999999,L,0,C
Pennsylvania,12,Fred Keller (R),R,1541937.59,1066158.41,475779.18000000017,W,1,I
Pennsylvania,12,Lee Griffin (D),D,45849.8,44571.100000000006,1278.699999999997,L,0,C
Pennsylvania,12,Liz Terwilliger (L),L,6211.4,5937.18,274.21999999999935,L,0,C
Pennsylvania,13,John Joyce (R),R,1119769.39,461229.03,658540.3599999999,W,1,I
Pennsylvania,13,Todd Rowley (D),D,60348.4,67527.28,-7178.879999999997,L,0,C
Pennsylvania,14,Guy Reschenthaler (R),R,2250282.1500000004,1580487.84,669794.3100000003,W,1,I
Pennsylvania,14,Bill Marx (D),D,60402.94,45959.25,14443.690000000002,L,0,C
Pennsylvania,15,Glenn Thompson (R),R,1700061.04,1839072.77,-139011.72999999998,W,1,I
Pennsylvania,16,Mike Kelly (R),R,2239487.6,1319340.04,920147.56,W,1,I
Pennsylvania,16,Kristy Gnibus (D),D,584204.51,579453.44,4751.070000000065,L,0,C
Pennsylvania,17,Conor Lamb (D),D,4063113.71,3448849.87,614263.8399999999,W,1,I
Pennsylvania,17,Sean Parnell (R),R,3935774.18,3732399.46,203374.7200000002,L,0,C
Pennsylvania,18,Mike Doyle (D),D,1008711.04,999692.08,9018.96000000008,W,1,I
Pennsylvania,18,Luke Negron (R),R,57713.7,51665.62,6048.0799999999945,L,0,C
Rhode Island,1,David Cicilline (D),D,1574853.69,1743172.98,-168319.29000000004,W,1,I
Rhode Island,2,Jim Langevin (D),D,1102312.38,1422338.6,-320026.2200000002,W,1,I
Rhode Island,2,Bob Lancia (R),R,55549.2,47876.66,7672.539999999994,L,0,C
South Carolina,1,Joe Cunningham (D),D,6941746.07,6993962.21,-52216.139999999665,L,0,I
South Carolina,1,Nancy Mace (R),R,5766726.36,5707239.140000001,59487.21999999974,W,1,C
South Carolina,2,Joe Wilson (R),R,1648064.62,1723955.88,-75891.25999999978,W,1,I
South Carolina,2,Adair Boroughs (D),D,2510525.96,2507663.6,2862.3599999998696,L,0,C
South Carolina,3,Jeff Duncan (R),R,1509646.78,1271872.4,237774.38000000012,W,1,I
South Carolina,3,Hosea Cleveland (D),D,43214.36,45106.65,-1892.2900000000009,L,0,C
South Carolina,4,William Timmons (R),R,977783.92,982233.07,-4449.149999999907,W,1,I
South Carolina,4,Kim Nelson (D),D,167825.18,167508.16,317.0199999999895,L,0,C
South Carolina,5,Ralph Norman (R),R,991245.64,859746.52,131499.12,W,1,I
South Carolina,5,Moe Brown (D),D,480648.21,477295.08,3353.1300000000047,L,0,C
South Carolina,6,James E Clyburn (D),D,3406944.51,2332127.77,1074816.7399999998,W,1,I
South Carolina,7,Tom Rice (R),R,1405737.79,1242207.81,163529.97999999998,W,1,I
South Dakota,1,Dusty Johnson (R),R,1693504.29,699356.1,994148.1900000001,W,1,I
Tennessee,1,Diana Harshbarger (R),R,2126945.6,1869099.77,257845.83000000007,W,1,O
Tennessee,1,Blair Nicole Walsingham (D),D,140209.14,134994.55,5214.590000000026,L,0,O
Tennessee,2,Tim Burchett (R),R,1336275.75,878487.63,457788.12,W,1,I
Tennessee,2,Renee Hoyos (D),D,812783.86,816793.15,-4009.2900000000373,L,0,C
Tennessee,3,Chuck Fleischmann (R),R,1051653.39,381411.2,670242.19,W,1,I
Tennessee,3,Meg Gorman (D),D,85843.20999999999,77759.83,8083.37999999999,L,0,C
Tennessee,4,Scott Desjarlais (R),R,331464.0,392499.01,-61035.01000000001,W,1,I
Tennessee,4,Christopher Hale (D),D,308730.75,302995.83,5734.919999999984,L,0,C
Tennessee,5,Jim Cooper (D),D,936569.0,1332130.98,-395561.98,W,1,I
Tennessee,6,John Rose (R),R,1050428.96,625687.5399999999,424741.42000000004,W,1,I
Tennessee,7,Mark Green (R),R,1194960.47,935486.67,259473.79999999993,W,1,I
Tennessee,7,Kiran Sreepada (D),D,206644.28,207190.98,-546.7000000000116,L,0,C
Tennessee,7,Ronald Brown (I),I,1750.0,0.0,1750.0,L,0,C
Tennessee,7,Scott Vieira Jr (I),I,655.47,1048.51,-393.03999999999996,L,0,C
Tennessee,8,David Kustoff (R),R,1641216.54,999284.67,641931.87,W,1,I
Tennessee,8,Erika Stotts Pearson (D),D,19069.58,15882.91,3186.670000000002,L,0,C
Tennessee,9,Steve Cohen (D),D,607570.38,457311.46,150258.91999999998,W,1,I
Tennessee,9,Charlotte Bergmann (R),R,99146.77,100531.99,-1385.2200000000012,L,0,C
Tennessee,9,Dennis Clark (I),I,9990.83,9919.03,71.79999999999927,L,0,C
Texas,1,Louie Gohmert (R),R,552914.54,580441.39,-27526.849999999977,W,1,I
Texas,1,Hank Gilbert (D),D,968154.58,734410.53,233744.04999999993,L,0,C
Texas,2,Dan Crenshaw (R),R,19427864.83,17596328.61,1831536.2199999988,W,1,I
Texas,2,Sima Ladjevardian (D),D,3832697.21,3825286.86,7410.350000000093,L,0,C
Texas,2,Elliott Scheirman (L),L,15374.09,14295.52,1078.5699999999997,L,0,C
Texas,3,Van Taylor (R),R,2655326.62,2825377.8,-170051.1799999997,W,1,I
Texas,3,Helane Seikaly (D),D,1635185.14,1634843.35,341.7899999998044,L,0,C
Texas,4,Patrick Fallon (R),R,257173.51,95064.74,162108.77000000002,W,1,O
Texas,4,Tracy Shawn Jones (I),I,13002.22,10594.83,2407.3899999999994,L,0,O
Texas,5,Lance Gooden (R),R,1610327.03,1311982.56,298344.47,W,1,I
Texas,5,Carolyn Salter (D),D,317847.93,289111.65,28736.27999999997,L,0,C
Texas,5,Kevin Hale (L),L,18405.44,6508.07,11897.369999999999,L,0,C
Texas,6,Ron Wright (R),R,912133.8,907693.48,4440.320000000065,W,1,I
Texas,6,Stephen Daniel (D),D,680402.24,677568.41,2833.829999999958,L,0,C
Texas,7,Lizzie Fletcher (D),D,6265165.44,6246135.87,19029.570000000298,W,1,I
Texas,7,Wesley Hunt (R),R,7524063.54,7300121.649999999,223941.8900000006,L,0,C
Texas,8,Kevin Brady (R),R,3570477.24,3190447.36,380029.88000000035,W,1,I
Texas,8,Elizabeth Hernandez (D),D,17227.28,14980.97,2246.3099999999995,L,0,C
Texas,9,Al Green (D),D,460332.38,486154.53,-25822.150000000023,W,1,I
Texas,9,Johnny Teague (R),R,89965.31,88365.87,1599.4400000000023,L,0,C
Texas,10,Michael McCaul (R),R,3856476.83,3910930.0,-54453.169999999925,W,1,I
Texas,10,Mike Siegel (D),D,2873925.98,2829765.2,44160.779999999795,L,0,C
Texas,11,August Pfluger (R),R,2578540.07,1984133.58,594406.4899999998,W,1,O
Texas,11,Jon Mark Hogg (D),D,137729.77000000002,135141.19,2588.5800000000163,L,0,O
Texas,12,Kay Granger (R),R,3161288.18,3271815.1,-110526.91999999993,W,1,I
Texas,12,Lisa Welch (D),D,98464.55,98474.77,-10.220000000001164,L,0,C
Texas,12,Trey Holcomb (L),L,967.2,456.8,510.40000000000003,L,0,C
Texas,13,Ronny Jackson (R),R,2128271.23,1741131.99,387139.24,W,1,O
Texas,13,Gus Trujillo (D),D,22825.91,18820.36,4005.5499999999993,L,0,O
Texas,14,Randy Weber (R),R,936202.15,924658.84,11543.310000000056,W,1,I
Texas,14,Adrienne Bell (D),D,244754.02,240933.64,3820.3799999999756,L,0,C
Texas,14,Cyrus Sajna (I),I,35096.25,34941.71,154.54000000000087,L,0,C
Texas,14,Michael David Sanchez (I),I,100.0,12.0,88.0,L,0,C
Texas,15,Vicente Gonzalez (D),D,1008381.45,657499.77,350881.67999999993,W,1,I
Texas,15,Monica De La Cruz (R),R,344893.44,338831.8,6061.640000000014,L,0,C
Texas,16,Veronica Escobar (D),D,1135548.5399999998,1087693.12,47855.41999999969,W,1,I
Texas,16,Irene Armendariz-Jackson (R),R,168996.53,153671.0,15325.529999999999,L,0,C
Texas,17,Pete Sessions (R),R,1447957.9300000002,1658637.39,-210679.45999999973,W,1,O
Texas,17,Rick Kennedy (D),D,200667.91,202095.65,-1427.7399999999907,L,0,O
Texas,17,Ted Brown (L),L,3040.73,3040.75,-0.01999999999998181,L,0,O
Texas,18,Sheila Jackson Lee (D),D,924480.02,838413.51,86066.51000000001,W,1,I
Texas,18,Wendell Champion (R),R,305645.47,271278.17,34367.29999999999,L,0,C
Texas,19,Jodey Arrington (R),R,2497183.68,1932700.21,564483.4700000002,W,1,I
Texas,19,Tom Watson (D),D,49404.55,60805.62,-11401.07,L,0,C
Texas,20,Joaquin Castro (D),D,674060.61,686933.91,-12873.300000000047,W,1,I
